"","Nest_Code","Day_of_trial","Daily_score","Predator","Treatment","Round_of_experiment","Start_date_of_trial","Site","GPS_coordinates","Number_of_trees_within_20m","Distance_to_path","Distance_to_building","Distance_to_edge_of_heath","Heath_degradation_Score","Removed_YN"
"485","30D",5,0,NA,"Control","R3","25/08/2019","S7","(50.7692893, -1.9704838)",1,35,280,255,1,"N"
"486","30D",6,0,NA,"Control","R3","25/08/2019","S7","(50.7692893, -1.9704838)",1,35,280,255,1,"N"
"487","30D",7,0,NA,"Control","R3","25/08/2019","S7","(50.7692893, -1.9704838)",1,35,280,255,1,"N"
"488","31C",1,4,"Rodent","Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"489","31C",2,0,NA,"Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"490","31C",3,0,NA,"Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"491","31C",4,4,"Large Mammal","Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"492","31C",5,0,NA,"Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"493","31C",6,0,NA,"Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"N"
"494","31C",7,NA,"Large_Mammal/Bird","Experimental","R2","12/08/2019","S1","(50.7676989, -1.9652415)",9,17,480,101,2,"Y"
"495","31D",1,2,"Unidentified","Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"496","31D",2,0,NA,"Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"497","31D",3,0,NA,"Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"498","31D",4,0,NA,"Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"499","31D",5,2,"Unidentified","Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"500","31D",6,0,NA,"Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"501","31D",7,0,NA,"Control","R3","25/08/2019","S8","(50.7643775, -1.9512826)",3,12,600,290,0,"N"
"502","32C",1,4,"Rodent","Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"503","32C",2,0,NA,"Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"504","32C",3,0,NA,"Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"505","32C",4,0,NA,"Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"506","32C",5,4,"Large Mammal","Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"507","32C",6,0,NA,"Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"508","32C",7,0,NA,"Experimental","R2","12/08/2019","S1","(50.7674311, -1.9644811)",6,65,530,85,1,"N"
"509","32D",1,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"510","32D",2,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"511","32D",3,4,"Rodent","Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"512","32D",4,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"513","32D",5,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"514","32D",6,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"515","32D",7,0,NA,"Control","R3","25/08/2019","S8","(50.7647431, -1.9513171)",2,10,550,250,0,"N"
"516","33C",1,4,"Rodent","Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"517","33C",2,2,"Rodent","Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"518","33C",3,0,NA,"Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"519","33C",4,0,NA,"Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"520","33C",5,0,NA,"Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"521","33C",6,4,"Rodent","Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"522","33C",7,0,NA,"Experimental","R2","12/08/2019","S1","(50.7672937, -1.9640365)",8,66,560,66,1,"N"
"523","33D",1,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"524","33D",2,1,"Unidentified","Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"525","33D",3,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"526","33D",4,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"527","33D",5,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"528","33D",6,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"529","33D",7,0,NA,"Control","R3","25/08/2019","S8","(50.7650915, -1.9516970)",8,29,510,210,0,"N"
"530","34C",1,3,"Rodent","Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"531","34C",2,4,"Rodent","Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"532","34C",3,3,"Rodent","Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"533","34C",4,0,NA,"Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"534","34C",5,3,"Rodent","Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"535","34C",6,0,NA,"Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"536","34C",7,0,NA,"Control","R2","12/08/2019","S1","(50.7669466, -1.9640784)",8,59,595,79,1,"N"
"537","34D",1,0,NA,"Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"538","34D",2,2,"Rodent","Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"539","34D",3,0,NA,"Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"540","34D",4,4,"Rodent","Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"541","34D",5,0,NA,"Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"542","34D",6,0,NA,"Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"543","34D",7,0,NA,"Control","R3","25/08/2019","S8","(50.7646875, -1.9524252)",20,10,560,295,0,"N"
"544","35C",1,3,"Rodent","Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"545","35C",2,0,NA,"Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"546","35C",3,0,NA,"Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"547","35C",4,3,"Rodent","Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"548","35C",5,0,NA,"Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"549","35C",6,0,NA,"Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"550","35C",7,0,NA,"Experimental","R2","12/08/2019","S1","(50.7666448, -1.9647459)",4,1,600,135,1,"N"
"551","35D",1,0,NA,"Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"552","35D",2,1,"Unidentified","Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"553","35D",3,0,NA,"Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"554","35D",4,0,NA,"Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"555","35D",5,0,NA,"Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"556","35D",6,0,NA,"Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"557","35D",7,1,"Unidentified","Control","R3","25/08/2019","S8","(50.7641877, -1.9526995)",14,26,615,340,0,"N"
"558","36C",1,2,"Rodent","Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"559","36C",2,0,NA,"Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"560","36C",3,0,NA,"Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"561","36C",4,1,"Unidentified","Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"562","36C",5,0,NA,"Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"563","36C",6,0,NA,"Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"564","36C",7,0,NA,"Experimental","R2","12/08/2019","S2","(50.7661130, -1.9645163)",3,10,660,150,0,"N"
"565","36D",1,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"566","36D",2,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"567","36D",3,1,"Unidentified","Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"568","36D",4,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"569","36D",5,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"570","36D",6,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"571","36D",7,0,NA,"Experimental","R3","25/08/2019","S8","(50.7636849, -1.9530750)",23,24,675,415,0,"N"
"572","37C",1,3,"Rodent","Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"573","37C",2,1,"Unidentified","Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"574","37C",3,0,NA,"Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"575","37C",4,0,NA,"Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"576","37C",5,0,NA,"Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"577","37C",6,3,"Rodent","Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"578","37C",7,0,NA,"Control","R2","12/08/2019","S1","(50.7660941, -1.9638970)",2,10,680,125,0,"N"
"579","37D",1,0,NA,"Experimental","R3","25/08/2019","S8","(50.7633579, -1.9534907)",4,4,715,450,0,"N"
"580","37D",2,NA,"Large_Mammal/Bird","Experimental","R3","25/08/2019","S8","(50.7633579, -1.9534907)",4,4,715,450,0,"Y"
"581","38C",1,2,"Rodent","Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"582","38C",2,0,NA,"Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"583","38C",3,0,NA,"Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"584","38C",4,0,NA,"Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"585","38C",5,0,NA,"Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"586","38C",6,4,"Rodent","Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"587","38C",7,0,NA,"Control","R2","12/08/2019","S2","(50.7664682, -1.9648623)",2,12,620,150,0,"N"
"588","38D",1,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"589","38D",2,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"590","38D",3,3,"Rodent","Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"591","38D",4,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"592","38D",5,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"593","38D",6,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"594","38D",7,0,NA,"Experimental","R3","25/08/2019","S8","(50.7630989, -1.9535866)",1,2,740,485,0,"N"
"595","39C",1,0,NA,"Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"596","39C",2,4,"Rodent","Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"597","39C",3,3,"Rodent","Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"598","39C",4,0,NA,"Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"599","39C",5,3,"Rodent","Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"600","39C",6,0,NA,"Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"601","39C",7,0,NA,"Control","R2","12/08/2019","S2","(50.7669358, -1.9653498)",11,12,555,165,0,"N"
"602","39D",1,2,"Rodent","Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"603","39D",2,0,NA,"Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"604","39D",3,0,NA,"Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"605","39D",4,1,"Unidentified","Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"606","39D",5,0,NA,"Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"607","39D",6,0,NA,"Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"608","39D",7,0,NA,"Experimental","R3","25/08/2019","S8","(50.7629339, -1.9531524)",1,17,755,480,0,"N"
"611","3B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"612","3B",2,0,NA,"Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"613","3B",3,3,"Rodent","Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"614","3B",4,0,NA,"Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"615","3B",5,2,"Rodent","Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"616","3B",6,0,NA,"Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"617","3B",7,0,NA,"Control","R1","01/08/2019","S2","(50.7660805, -1.9609959)",3,31,745,39,0,"N"
"618","3C",1,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"619","3C",2,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"620","3C",3,2,"Rodent","Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"621","3C",4,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"622","3C",5,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"623","3C",6,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"624","3C",7,0,NA,"Control","R2","12/08/2019","S3","(50.7594446, -1.9583740)",3,2,565,565,0,"N"
"625","3D",1,1,"Unidentified","Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"626","3D",2,2,"Rodent","Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"627","3D",3,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"628","3D",4,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"629","3D",5,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"630","3D",6,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"631","3D",7,0,NA,"Experimental","R3","25/08/2019","S6","(50.7583565, -1.9753571)",6,7,71,65,0,"N"
"632","40C",1,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"633","40C",2,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"634","40C",3,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"635","40C",4,2,"Rodent","Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"636","40C",5,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"637","40C",6,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"638","40C",7,0,NA,"Control","R2","12/08/2019","S2","(50.7671656, -1.9655228)",17,11,530,155,0,"N"
"639","40D",1,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"640","40D",2,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"641","40D",3,1,"Unidentified","Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"642","40D",4,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"643","40D",5,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"644","40D",6,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"645","40D",7,0,NA,"Experimental","R3","25/08/2019","S8","(50.7631749, -1.9529680)",5,10,730,455,0,"N"
"646","41D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"647","41D",2,4,"Rodent","Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"648","41D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"649","41D",4,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"650","41D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"651","41D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"652","41D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7605544, -1.9418851)",5,192,320,38,2,"N"
"653","42D",1,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"654","42D",2,4,"Rodent","Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"655","42D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"656","42D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"657","42D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"658","42D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"659","42D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7603387, -1.9414077)",10,235,282,34,0,"N"
"660","43D",1,2,"Unidentified","Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"661","43D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"662","43D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"663","43D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"664","43D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"665","43D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"666","43D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7598571, -1.9410134)",14,235,215,35,0,"N"
"667","44D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"668","44D",2,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"669","44D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"670","44D",4,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"671","44D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"672","44D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"673","44D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594609, -1.9408287)",3,220,175,63,0,"N"
"674","45D",1,2,"Unidentified","Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"675","45D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"676","45D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"677","45D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"678","45D",5,3,"Rodent","Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"679","45D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"680","45D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7590673, -1.9412119)",3,185,185,97,0,"N"
"681","46D",1,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"682","46D",2,1,"Unidentified","Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"683","46D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"684","46D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"685","46D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"686","46D",6,3,"Rodent","Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"687","46D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7593381, -1.9422828)",3,130,265,140,0,"N"
"688","47D",1,4,"Rodent","Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"689","47D",2,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"690","47D",3,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"691","47D",4,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"692","47D",5,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"693","47D",6,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"694","47D",7,0,NA,"Control","R3","25/08/2019","S9","(50.7596344, -1.9423240)",2,140,280,130,0,"N"
"695","48D",1,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"696","48D",2,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"697","48D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"698","48D",4,3,"Rodent","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"699","48D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"700","48D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"701","48D",7,3,"Rodent","Experimental","R3","25/08/2019","S9","(50.7594906, -1.9418959)",2,150,245,120,0,"N"
"702","49D",1,1,"Unidentified","Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"703","49D",2,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"704","49D",3,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"705","49D",4,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"706","49D",5,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"707","49D",6,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"708","49D",7,0,NA,"Experimental","R3","25/08/2019","S9","(50.7606787, -1.9435142)",6,87,411,117,1,"N"
"718","4B",1,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"719","4B",2,1,"Unidentified","Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"720","4B",3,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"721","4B",4,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"722","4B",5,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
"723","4B",6,0,NA,"Control","R1","01/08/2019","S2","(50.7658528, -1.9605204)",5,11,735,57,0,"N"
